,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1244,26437,38199,351089,1662118,501282,90164,931972,49513,94712,152251,1330146,27841,34380,32974,110063,860860,1324550,1842810,96311,496302,146137,1668292,93796,603981,1317468,1124708,1195691,858278,1580023,599228,1671737,500475,276833,347165,931973,1842945,152991,150203,-1,150203,367411,346075,936079,1334697,367411,346075,936079,245391,345101,197389,856077,496292,1324412,1664143,184481,,,,,,,,,,,,,
1245,17228,11805,377184,1688213,527377,60912,958067,21572,120807,124311,1356241,24512,5711,6167,80812,826863,1350645,1814870,67059,468361,118196,1694387,119891,630076,1343563,1150803,1167751,824234,1606118,625323,1697832,526570,302928,373260,958069,1815005,179086,122262,-1,122262,339470,372170,962174,1300700,339470,372170,962174,254302,371197,217515,822081,468352,1350507,1690238,181687,,,,,,,,,,,,,
1247,356160,367923,38289,1335987,175151,423215,605841,379237,246895,377002,1004015,355141,364103,362697,443114,540352,998419,1598256,429361,519415,381971,1342160,257300,277849,991337,798577,951137,537771,1253892,273097,1345606,174344,128206,42574,605842,1598391,187668,378294,-1,378294,543393,44318,609948,1014190,543393,44318,609948,183527,43530,223913,535570,519406,998280,1338012,160025,,,,,,,,,,,,,
1251,91438,79910,453567,1764597,603760,89764,1034451,80953,197190,179450,1432625,90889,74111,74567,90322,882002,1427029,1870009,81436,523501,173336,1770770,196274,706459,1419946,1227186,1222890,879373,1682501,701707,1774215,602953,379312,449643,1034452,1870144,255469,177401,-1,177401,333165,448554,1038557,1355839,333165,448554,1038557,313682,447580,276896,877220,523491,1426890,1766622,187201,,,,,,,,,,,,,
1252,279426,267897,188101,1485588,324752,327944,755442,257646,173640,216233,1153616,281887,270987,271719,347844,632775,1148020,1690679,334091,360325,221202,1491762,184046,427451,1140938,948178,1043560,630194,1403493,422699,1495207,323945,205186,184176,755444,1690814,114414,217525,-1,217525,381150,187210,759549,1106613,381150,187210,759549,21284,186007,61670,627993,360316,1147882,1487613,169268,,,,,,,,,,,,,
1254,17514,29276,355411,1666440,505603,81241,936294,40590,99033,143329,1334468,11087,25457,24051,101141,865181,1328872,1833887,87388,487379,137214,1672613,98117,608302,1321789,1129029,1186769,862600,1584344,603550,1676058,504797,281155,351486,936295,1834023,157312,141280,-1,141280,358488,350397,940400,1339018,358488,350397,940400,249713,349423,201711,860399,487370,1328733,1668465,183589,,,,,,,,,,,,,
1257,1290002,1301764,955532,395614,777707,1357056,343047,1313078,1180736,1315153,63642,1288982,1297945,1296539,1376955,602451,58046,897731,1363202,1008461,1322852,401787,1191141,670656,50964,155369,770872,607835,313519,683041,405233,780508,1062047,959817,342528,897867,1121509,1316445,-1,1316445,1334662,961561,340064,129519,1334662,961561,340064,1117369,960773,1157755,607473,1008471,57907,397639,89973,,,,,,,,,,,,,
1258,87128,75600,453105,1764134,603297,135647,1033988,65348,196727,129085,1432162,98657,78689,79422,127471,833852,1426566,1821859,141793,475350,124816,1770307,195811,705996,1419484,1226723,1174740,831223,1682038,701244,1773752,602491,378849,449180,1033989,1821994,255006,129250,-1,129250,265078,448091,1038094,1307689,265078,448091,1038094,271538,447117,234751,829070,475341,1426427,1766159,182386,,,,,,,,,,,,,
1266,732749,721221,532942,1065104,378596,781268,494717,710969,680726,606143,733828,788973,724310,725043,801167,118607,727595,1176436,787414,307717,613843,1071277,691132,345283,720463,656387,529317,115978,983008,331960,1074722,378358,639457,537227,493597,1176571,621500,607436,-1,607436,649828,538970,496687,592444,649828,538970,496687,565834,538182,609727,113825,307726,727457,1067129,117843,,,,,,,,,,,,,
1271,145281,133753,393424,1642580,530076,193799,944735,123501,226944,15760,1311304,156810,136842,137575,213699,696084,1305072,1684090,199946,337582,23459,1648753,226028,616743,1297939,1158305,1036972,693455,1560485,615508,1652199,529269,342919,389500,944736,1684226,261970,17052,-1,17052,226590,392533,948842,1169921,226590,392533,948842,186719,391331,139656,691302,337573,1304933,1644605,168609,,,,,,,,,,,,,
1274,1488557,1500319,1154087,269843,976263,1555611,541603,1511633,1379291,1460825,143701,1487538,1496500,1495094,1575510,756388,145693,1051668,1561758,1162398,1468525,276016,1389697,869211,151600,353924,924809,761772,187747,881596,279462,979064,1260602,1158373,541083,1051804,1320064,1462117,-1,1462117,1504510,1160116,538619,283456,1504510,1160116,538619,1315924,1159328,1356310,761410,1162408,145555,271868,105367,,,,,,,,,,,,,
1275,528543,517014,721193,1620379,751654,577061,1017568,506763,622188,405748,1289103,540072,520104,520836,596960,673883,1282871,1614154,583208,267646,406708,1626553,621272,739050,1275738,1179237,967036,671254,1538284,737788,1629998,751416,696445,717269,1016447,1614290,615496,407954,-1,407954,191351,720302,1019537,1147720,191351,720302,1019537,517635,719100,474097,669101,267637,1282732,1622404,161615,,,,,,,,,,,,,
1278,1693594,1705356,1359124,76600,1181300,1760648,746639,1716670,1584328,1665862,348738,1692574,1701537,1700131,1780547,961425,350730,1105710,1766794,1367435,1673561,95343,1594733,1074248,356637,558961,1129846,966809,106749,1086633,11192,1184100,1465639,1363410,746120,1105845,1525101,1667154,-1,1667154,1709546,1365153,743656,488492,1709546,1365153,743656,1520961,1364365,1561347,966447,1367445,350591,78625,110771,,,,,,,,,,,,,
1279,1625052,1613524,1519790,985610,1341965,1673570,977619,1603272,1742863,1498446,654335,1636581,1616613,1617346,1693470,974605,648102,256936,1679717,1152716,1506146,991784,1753269,1252180,640970,789940,453689,979989,903515,1238856,995229,1344766,1626305,1524075,977099,257071,1683637,1499738,-1,1499738,1494690,1525818,974635,512951,1494690,1525818,974635,1627971,1525030,1498917,979627,1152725,647964,987635,25894,,,,,,,,,,,,,
1289,1766975,1778737,1432505,89914,1254681,1834029,820020,1790051,1657709,1739243,422119,1765955,1774918,1773512,1853928,1034806,424111,1213840,1840175,1440816,1746942,84246,1668114,1147629,430018,632342,1203227,1040190,170384,1160014,116906,1257481,1539020,1436791,819501,1213975,1598482,1740535,-1,1740535,1782927,1438534,817037,561873,1782927,1438534,817037,1594342,1437746,1634728,1039828,1440826,423972,88523,121584,,,,,,,,,,,,,
1291,124798,113270,408201,1656985,544852,173316,959140,103018,234397,5917,1325710,136327,116359,117092,193216,710489,1319477,1698495,179463,351987,2278,1663159,233481,631148,1312344,1172710,1051377,707860,1574890,629913,1666604,544045,357695,404276,959141,1698631,276747,5712,-1,5712,219355,407310,963247,1184326,219355,407310,963247,201496,406107,154432,705707,351978,1319338,1659010,170049,,,,,,,,,,,,,
1292,207706,196177,541904,1790688,678555,256224,1092843,185926,317305,139424,1459412,219234,199267,199999,248048,844192,1453180,1832198,262370,485690,135156,1796862,316389,764851,1446047,1306413,1185080,841563,1708593,763616,1800307,677748,499426,537979,1092844,1832334,375584,139589,-1,139589,202742,541013,1096950,1318029,202742,541013,1096950,335199,539810,288135,839410,485681,1453041,1792713,183420,,,,,,,,,,,,,
1294,81989,83252,444741,1755770,594934,10700,1025624,84296,188364,187034,1423798,82062,74651,75107,12937,954512,1418202,1877593,4917,531085,180920,1761944,187448,697633,1411120,1218360,1230474,951931,1673675,692881,1765389,594127,370485,440817,1025626,1877728,246643,184985,-1,184985,402194,439728,1029731,1428349,402194,439728,1029731,317025,438754,280238,949730,531075,1418064,1757795,187959,,,,,,,,,,,,,
1295,400877,389348,472912,1378216,378195,449395,693583,379097,442028,274271,1046941,412405,392437,393170,469294,431720,1040708,1512962,455541,166454,281970,1384390,452434,365591,1033576,893941,865843,429091,1296121,364329,1387835,377958,463750,468987,693584,1513097,382802,275563,-1,275563,293780,472021,697689,905557,293780,472021,697689,289672,470818,274741,426938,166444,1040570,1380241,151496,,,,,,,,,,,,,
1296,1357505,1369268,1023036,326446,845211,1424559,410551,1380582,1248239,1329774,8480,1356486,1365448,1364042,1444459,625336,10472,920617,1430706,1031347,1337473,332620,1258645,738160,16379,222872,793757,630720,244351,750544,336065,848012,1129551,1027321,410032,920752,1189013,1331066,-1,1331066,1373458,1029064,407568,152404,1373458,1029064,407568,1184872,1028276,1225258,630358,1031356,10334,328471,92262,,,,,,,,,,,,,
1299,9376,20106,365977,1677006,516170,78120,946860,31420,109600,134159,1345034,17865,27946,28678,98019,875748,1339438,1824717,84267,478209,128044,1683180,108684,618869,1332356,1139596,1177599,873167,1594911,614116,1686625,515363,291721,362053,946862,1824853,167879,132110,-1,132110,349318,360963,950967,1349585,349318,360963,950967,260280,359990,212277,870966,478200,1339300,1679031,182672,,,,,,,,,,,,,
1302,1701013,1712775,1366543,46980,1188718,1768067,754058,1724089,1591747,1673281,356156,1699993,1708955,1707550,1787966,968843,358149,1264124,1774213,1374854,1680980,53153,1602152,1081667,364056,566379,1137265,974228,104421,1094052,96981,1191519,1473058,1370828,753539,1264259,1532520,1674573,-1,1674573,1716965,1372571,751075,495911,1716965,1372571,751075,1528379,1371783,1568765,973866,1374863,358010,49005,126612,,,,,,,,,,,,,
1303,152766,164528,253150,1564179,403343,219820,834033,175842,43500,211774,1232207,151746,160708,159303,239719,762921,1226611,1820824,225966,508227,209197,1570352,53905,506041,1219529,1026769,1173705,760339,1482084,501289,1573798,402536,178894,249225,834034,1820959,55927,207367,-1,207367,430471,248136,838140,1236758,430471,248136,838140,147452,247162,194087,758138,508217,1226473,1566204,182282,,,,,,,,,,,,,
1309,245040,247146,207140,1504628,343791,312094,774482,236894,135774,195481,1172656,244020,250235,250968,331993,651815,1167060,1709718,318240,379185,200450,1510801,146179,446490,1159977,967217,1062599,649234,1422532,441738,1514246,342985,157495,203216,774483,1709853,76547,196773,-1,196773,387681,206249,778588,1125652,387681,206249,778588,18411,205047,65045,647033,379176,1166921,1506653,171172,,,,,,,,,,,,,
1310,1670797,1682559,1336327,111750,1158503,1737851,723843,1693873,1561531,1641556,325941,1669777,1678740,1677334,1757750,937118,327933,1046590,1743997,1343129,1649255,117924,1571937,1051451,333840,536164,1105540,942503,83953,1063836,51707,1161303,1442842,1340613,723323,1046726,1502304,1642848,-1,1642848,1685240,1342356,720859,465334,1685240,1342356,720859,1498164,1341568,1538550,942141,1343138,327795,113775,104859,,,,,,,,,,,,,
1315,1407032,1418794,1072562,273279,894737,1474086,460077,1430108,1297766,1379300,62175,1406012,1414974,1413569,1493985,674862,64168,970143,1480232,1080873,1386999,279453,1308171,787686,70075,272398,843284,680247,191184,800071,282898,897538,1179077,1076847,459558,970278,1238539,1380592,-1,1380592,1422984,1078590,457094,201930,1422984,1078590,457094,1234398,1077802,1274784,679884,1080882,64029,275304,97214,,,,,,,,,,,,,
1317,694203,705965,359733,1114839,181909,761257,384693,717279,584937,698566,782867,693184,702146,700740,781156,350779,777271,1408682,767404,544671,706266,1121013,595343,74104,770189,577429,761564,348198,1032744,87242,1124458,184710,466248,364019,384695,1408818,525710,699858,-1,699858,731311,365762,388800,824616,731311,365762,388800,521570,364974,561956,345997,544680,777133,1116864,141068,,,,,,,,,,,,,
1318,1566636,1578399,1232167,135894,1054342,1633691,619682,1589713,1457371,1538905,221780,1565617,1574579,1573174,1653590,834467,223773,1129748,1639837,1240478,1546604,142067,1467776,947291,229680,432003,1002889,839852,53798,959676,145513,1057143,1338682,1236452,619163,1129883,1398144,1540197,-1,1540197,1582589,1238195,616699,361535,1582589,1238195,616699,1394003,1237407,1434389,839489,1240487,223634,137919,113175,,,,,,,,,,,,,
1324,1391632,1403394,1057162,287641,879338,1458686,444678,1414708,1282366,1363900,46776,1390612,1399575,1398169,1478585,659463,48768,954743,1464832,1065473,1371600,293814,1292771,772286,54675,256999,827884,664847,205545,784671,297259,882138,1163677,1061448,444158,954879,1223139,1365192,-1,1365192,1407585,1063191,441694,186531,1407585,1063191,441694,1218999,1062403,1259385,664485,1065483,48630,289666,95674,,,,,,,,,,,,,
1325,166792,155263,362083,1653142,498734,215310,929425,145012,193969,46115,1321867,178320,158352,159085,235209,706646,1322003,1694652,221456,348144,47761,1659316,193053,601433,1308501,1122160,1047534,704017,1571047,596681,1662761,497928,311578,358159,929426,1694788,230629,47407,-1,47407,260832,361192,933531,1180483,260832,361192,933531,155378,359990,108315,701864,348135,1321864,1655167,169665,,,,,,,,,,,,,
1329,105781,94253,467911,1778940,618103,104107,1048794,95296,211533,186185,1446968,105232,88454,88910,104665,890952,1441372,1878959,95779,532451,183926,1785113,210617,720802,1434290,1241529,1231840,888323,1696844,716050,1788558,617297,393655,463986,1048795,1879094,269812,187992,-1,187992,322178,462897,1052900,1364789,322178,462897,1052900,325535,461923,288748,886170,532441,1441233,1780965,188096,,,,,,,,,,,,,
1332,1691267,1703030,1356798,14207,1178973,1758321,744313,1714343,1582001,1663535,346411,1690248,1699210,1697804,1778221,959098,348403,1254379,1764468,1365109,1671235,12141,1592407,1071921,354311,556634,1127519,964482,94676,1084306,90261,1181774,1463313,1361083,743793,1254514,1522774,1664828,-1,1664828,1707220,1362826,741330,486166,1707220,1362826,741330,1518634,1362038,1559020,964120,1365118,348265,12815,125638,,,,,,,,,,,,,
1336,302022,290493,569063,1740460,716008,350540,1031396,280242,411621,190016,1409184,313550,293582,294315,342364,793964,1402952,1734235,356686,387727,191432,1746634,410705,703404,1395819,1231754,1087117,791335,1658365,702142,1750079,715771,518558,565139,1031397,1734371,437609,192221,-1,192221,49647,568172,1035502,1267801,49647,568172,1035502,352392,566970,308855,789182,387718,1402813,1742485,173623,,,,,,,,,,,,,
1346,370311,382073,22066,1366455,205618,437365,636309,393387,261045,415510,1034483,369292,378254,376848,457265,570820,1028887,1628723,443512,557924,420479,1372628,271451,308317,1021804,829044,981605,568239,1284359,303565,1376073,204811,124974,19729,636310,1628859,201818,416802,-1,416802,581902,16730,640415,1044657,581902,16730,640415,222036,16987,262422,566038,557914,1028748,1368480,163072,,,,,,,,,,,,,
1347,31547,27233,394112,1705141,544305,47261,974995,28277,137735,131015,1373169,31433,30361,31094,67160,833567,1367573,1821574,53407,475066,124901,1711315,136819,647004,1360491,1167731,1174455,830938,1623046,642252,1714760,543498,319857,390188,974997,1821709,196014,128966,-1,128966,346175,389099,979102,1307404,346175,389099,979102,261006,388125,224219,828785,475056,1367435,1707166,182357,,,,,,,,,,,,,
1348,115042,126804,273426,1584455,423619,182096,854309,138118,63776,191498,1252483,114022,122985,121579,201995,783196,1246887,1841100,188242,491077,188921,1590628,74181,526317,1239805,1047045,1193981,780615,1502359,521565,1594074,422812,199170,269501,854310,1841235,76203,187091,-1,187091,410195,268412,858416,1257034,410195,268412,858416,167728,267438,170507,778414,491068,1246748,1586480,184310,,,,,,,,,,,,,
1352,1025652,1037414,691182,747064,513358,1092706,78911,1048728,916386,1046682,415092,1024632,1033595,1032189,1112605,418310,409496,1249182,1098852,791405,1054381,753238,926791,406306,402414,209654,751923,423694,664969,418691,756683,516158,797697,695468,77791,1249317,857159,1047974,-1,1047974,1066191,697211,80881,480969,1066191,697211,80881,853019,696423,893405,423332,791414,409358,749089,125118,,,,,,,,,,,,,
1353,294068,282539,428766,1546130,546109,342586,861496,272288,348327,167462,1214854,305596,285629,286361,362485,599634,1208622,1574642,348732,228133,175161,1552303,347411,533505,1201489,1061855,927523,597005,1464034,532243,1555749,545871,422583,424842,861497,1574777,341635,168754,-1,168754,162655,427875,865603,1073471,162655,427875,865603,245526,426673,200236,594851,228124,1208483,1548155,157664,,,,,,,,,,,,,
1357,79490,67961,394626,1692113,531277,128008,961967,57710,169698,76152,1360141,91018,71050,71783,147907,778704,1354545,1766711,134154,420203,70037,1698287,168781,633976,1347463,1154703,1119592,776075,1610018,629223,1701732,530470,344120,390701,961968,1766846,227976,74103,-1,74103,291311,393735,966074,1252541,291311,393735,966074,187921,392532,151134,773922,420193,1354407,1694138,176871,,,,,,,,,,,,,
1359,321271,309743,455199,1553423,528971,369789,844358,299491,375531,194665,1222147,332800,312832,313565,389689,606926,1215915,1547198,375936,200690,202365,1559596,374614,516367,1208782,1044717,900079,604297,1471327,515105,1563042,528733,446037,451275,844360,1547333,365089,195957,-1,195957,144149,454308,848465,1080764,144149,454308,848465,271959,453106,227440,602144,200680,1215776,1555448,154920,,,,,,,,,,,,,
